arnumber,customertype,industrygroup,isterminated,customername,supportmodel,liveyear,livequarter,livemonth,vertical
DRI1007,Customer - Strategic,Technology and Professional Services,0,"Drift.com, Inc.",CAST 1.0,2019,Qtr 2,April,S&D
DRI1008,Customer - Strategic,Finance and Insurance,0,"Driggs Title Agency, Inc.",CAST 1.0,2019,Qtr 4,October,S&D - FIN
DSC1001,Customer - Enterprise,Transportation and Warehousing,0,"CJ Logistics America, LLC",Global,2018,Qtr 2,April,S&D
DUC1000,Customer - Strategic,Technology and Professional Services,0,"DuCharme, McMillen & Associates, Inc.",CAST 1.0,2020,Qtr 4,December,MFG
DUM5000,Customer - Enterprise,Utilities and Mining,0,Dumas Contracting Ltd.,CAST Canada,2021,Qtr 1,January,MFG - ENERGY
DUN1003,Customer - Strategic,Agriculture and Natural Resources,0,Dundee Citrus Growers Association,CAST 1.0,2019,Qtr 3,July,MFG
DWF1001,Customer - Strategic,Manufacturing,0,"DWFritz Automation, Inc.",CAST 1.0,2018,Qtr 4,November,MFG
EAG1004,Customer - Mid-Market,Public Sector,0,Eagle County,CAST 1.0,2019,Qtr 3,July,PUBLIC SECTOR
EAG1005,Customer - Enterprise,Manufacturing,0,Eagle Spin Company Inc.,CAST 2.0,2020,Qtr 1,February,MFG
EAR1003,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,"Early Learning Coalition of Miami-Dade/Monroe, Inc.",CAST 1.0,2019,Qtr 1,March,PUBLIC SECTOR - K12
EAS1013,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,"Easter Seals-Michigan, Inc.",CAST 1.0,2018,Qtr 4,October,HEALTHCARE
EAS1016,Customer - Strategic,Business Services,0,"Green Group Holdings, LLC",CAST 1.0,2020,Qtr 4,October,S&D
EAT1002,Customer - Mid-Market,Technology and Professional Services,0,"EatStreet, Inc.",CAST 2.0,2021,Qtr 1,January,S&D
ECO5000,Customer - Strategic,Manufacturing,0,Ecobee Inc.,CAST Canada,2019,Qtr 4,December,MFG
EDB1000,Customer - Strategic,Manufacturing,0,E. D. Bullard Company,CAST 1.0,2019,Qtr 2,April,MFG - LIFE SCI
EDD1000,Customer - Enterprise,Retail,0,Eddie Bauer LLC,Global,2018,Qtr 2,April,RETAIL
EDP1001,Customer - Strategic,Business Services,0,"EDPO, LLC",CAST 1.0,2019,Qtr 1,January,RETAIL
EDS1000,Customer - Strategic,Retail,0,"Avidity Science, LLC",CAST 1.0,2018,Qtr 4,October,MFG
EDU1005,Customer - Mid-Market,Healthcare,0,"Eduro Healthcare, LLC",CAST 2.0,2020,Qtr 1,January,HEALTHCARE
EDU1006,Customer - Strategic,Finance and Insurance,0,Education Credit Union,CAST 1.0,2020,Qtr 3,September,S&D - FIN
EDU1007,Customer - Mid-Market,Business Services,0,Educational Data Systems Inc.,CAST 2.0,2021,Qtr 1,January,S&D
EIS1001,Customer - Mid-Market,Healthcare,0,Eisenhower Center,CAST 1.0,2021,Qtr 2,June,HEALTHCARE
ELC1000,Customer - Mid-Market,Finance and Insurance,0,"El Cap Holdings, LLC",CAST 2.0,2019,Qtr 3,July,RETAIL
ELD1003,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,"Elderhostel, Inc.",CAST 1.0,2021,Qtr 3,July,PUBLIC SECTOR
ELE1009,Customer - Mid-Market,Finance and Insurance,0,"Elephant Insurance Services, LLC",CAST 2.0,2019,Qtr 3,July,S&D - FIN
ELE1010,Customer - Enterprise,Technology and Professional Services,0,Electronic Arts Inc.,CAST 2.0,2020,Qtr 2,June,S&D
ELE1011,Customer - Strategic,Technology and Professional Services,0,"Elevate Services, Inc.",CAST 1.0,2021,Qtr 1,January,S&D
ELE1012,Customer - Strategic,Technology and Professional Services,0,"Electric AI, Inc.",CAST 1.0,2021,Qtr 3,July,S&D
ELI1003,Customer - Mid-Market,Education,0,Elim Christian Services,CAST 1.0,2018,Qtr 1,January,PUBLIC SECTOR - K12
ELP1000,Customer - Mid-Market,Utilities and Mining,0,El Paso Electric Company,CAST 2.0,2019,Qtr 3,July,MFG - ENERGY
EME1007,Customer - Enterprise,Construction,0,"Emery Sapp & Sons, Inc.",CAST 2.0,2021,Qtr 2,April,MFG
EME1008,Customer - Strategic,Healthcare,0,"Emergency Medicine Specialists, S.C.",CAST 1.0,2021,Qtr 3,August,HEALTHCARE
EMP1013,Customer - Enterprise,Business Services,0,"EmployBridge, LLC",CAST 2.0,2019,Qtr 3,July,S&D
EMP1017,Customer - Enterprise,"Technology, Professional, and Business Services",0,Empower People Corporation,CAST 2.0,2021,Qtr 1,January,S&D
ENC1003,Customer - Enterprise,Healthcare,0,"Encore Rehabilitation Services, LLC",Global,2019,Qtr 3,July,HEALTHCARE
ENG1003,Customer - Enterprise,Manufacturing,0,"Engineered Floors, LLC",Global,2019,Qtr 2,June,MFG
ENI1000,Customer - Strategic,Wholesale Trade,0,"ENI-JR286, Inc.",CAST 1.0,2019,Qtr 4,December,S&D
ENP1000,Customer - Enterprise,Manufacturing,0,"Enpro Industries, Inc.",CAST 2.0,2021,Qtr 1,March,MFG
ENS5000,Customer - Strategic,,0,Ensero Solutions,CAST Canada,2021,Qtr 3,September,MFG - ENERGY
ENT1008,Customer - Enterprise,Transportation and Warehousing,0,Entertainment Cruises Inc.,CAST 2.0,2018,Qtr 1,January,S&D
ENT1009,Customer - Enterprise,Technology and Professional Services,0,"Entertainment Consulting International, LLC",UMS,2018,Qtr 4,December,S&D
ENT1010,Customer - Mid-Market,Technology and Professional Services,0,"Enterprise Resource Performance, Inc.",CAST 1.0,2019,Qtr 1,January,S&D
ENT1011,Customer - Strategic,Wholesale Trade,0,EnterpriseDB Corporation,CAST 1.0,2020,Qtr 2,April,S&D
ENT5001,Customer - Mid-Market,Media and Publishing Services,0,Entertainment One Ltd.,CAST Canada,2019,Qtr 1,January,RETAIL
ENV1005,Customer - Strategic,Manufacturing,0,"Environmental Systems Design, Inc.",CAST 1.0,2019,Qtr 3,July,S&D
ENV1006,Customer - Mid-Market,Business Services,0,"Environmental Pest Service Management Company, LLC",Global,2021,Qtr 1,January,S&D
EPI1007,Customer - Enterprise,Manufacturing,1,"EPIC Companies, LLC",CAST 2.0,2018,Qtr 3,July,S&D
EPI1008,Customer - Enterprise,Finance and Insurance,0,Epiroc North America Corp.,CAST 2.0,2018,Qtr 4,December,S&D
EQU1006,Customer - Strategic,Finance and Insurance,1,Equity Prime Mortgage LLC,CAST 1.0,2018,Qtr 1,March,S&D - FIN
EQU1007,Customer - Strategic,Manufacturing,0,"Equus Holdings, Inc.",CAST 1.0,2019,Qtr 1,January,MFG
EQU1008,Customer - Strategic,Real Estate,0,"Equity Fund Advisors, LLC",CAST 1.0,2019,Qtr 3,July,S&D
ERG1000,Customer - Strategic,Finance and Insurance,0,ERG Enterprises,CAST 1.0,2021,Qtr 2,May,HEALTHCARE
ERI1001,Customer - Strategic,Technology and Professional Services,0,"E. Ritter Communications Holdings, Inc.",CAST 1.0,2020,Qtr 1,March,MFG
ERI1002,Customer - Strategic,Technology and Professional Services,0,"Erica Lane Enterprises, Inc.",CAST 1.0,2021,Qtr 3,August,S&D
ERN1001,Customer - Strategic,Wholesale Trade,0,Ernest Packaging,CAST 1.0,2020,Qtr 2,June,S&D
ESK1001,Customer - Strategic,Healthcare,0,"Eskenazi Medical Group, Inc.",CAST 1.0,2019,Qtr 2,April,HEALTHCARE
ESL1001,Customer - Mid-Market,Wholesale Trade,0,"Esler Companies, LLC",CAST 2.0,2020,Qtr 3,August,S&D
ETQ1000,Customer - Mid-Market,Wholesale Trade,0,"ETQ, LLC",CAST 1.0,2018,Qtr 3,September,S&D
ETT1000,Customer - Enterprise,Business Services,0,"ettain group,inc",CAST 2.0,2020,Qtr 1,March,S&D
EUC1000,Customer - Strategic,Manufacturing,0,Euclid Vision Corporation,CAST 1.0,2021,Qtr 1,January,MFG
EVE1005,Customer - Mid-Market,Finance and Insurance,0,Everi Payments Inc.,CAST 2.0,2018,Qtr 4,October,S&D
EVE1006,Customer - Strategic,Technology and Professional Services,0,"Everbridge, Inc.",CAST 2.0,2019,Qtr 1,January,S&D
EVE1007,Customer - Strategic,Manufacturing,0,Canoo Technologies Inc.,CAST 1.0,2019,Qtr 1,January,MFG
EVE1008,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,Every Nation Churches & Ministries,CAST 1.0,2021,Qtr 3,July,S&D
EVE1009,Customer - Strategic,Technology and Professional Services,0,"EverFi, Inc.",CAST 2.0,2020,Qtr 3,July,S&D
EVE1010,Customer - Enterprise,Wholesale Trade,0,"Eversana Life Science Services, LLC",CAST 2.0,2021,Qtr 1,January,MFG - LIFE SCI
EVE1011,Customer - Mid-Market,Healthcare,0,Eventide,CAST 2.0,2021,Qtr 1,January,HEALTHCARE
EVE1012,Customer - Enterprise,Education,0,"Everglades College, Inc.",UMS,2021,Qtr 1,January,PUBLIC SECTOR - HE
EVE1013,Customer - Mid-Market,Finance and Insurance,0,Evergreen Home Moneysource Mortgage Company,CAST 2.0,2021,Qtr 2,April,S&D - FIN
EVE1014,Customer - Mid-Market,Manufacturing,0,"Everbrite, LLC",CAST 1.0,2021,Qtr 3,July,MFG
EVE5000,Customer - Strategic,Technology and Professional Services,0,Everest Clinical Research Corporation,CAST Canada,2020,Qtr 4,October,S&D
EVO1000,Customer - Strategic,Business Services,1,"Evolve Vacation Rental Network, Inc.",,2018,Qtr 1,February,S&D
EVO1001,Customer - Enterprise,Healthcare,0,"Evolution Health, LLC",Global,2019,Qtr 4,December,HEALTHCARE
EVO1002,Customer - Strategic,Finance and Insurance,0,Evolve Bank &Trust,CAST 1.0,2020,Qtr 3,August,S&D - FIN
EWC1000,Customer - Enterprise,Retail,0,EWC Growth,CAST 1.0,2021,Qtr 1,January,S&D
EXP1003,Customer - Mid-Market,Utilities and Mining,0,"Expanse Electrical Company, LLC",CAST 2.0,2018,Qtr 4,December,S&D
EXP1004,Customer - Mid-Market,Construction,0,"Expanse Energy Solutions, Inc.",CAST 1.0,2019,Qtr 4,December,MFG
EXP1005,Customer - Mid-Market,Finance and Insurance,0,"Express Management Holdings, LLC",CAST 2.0,2020,Qtr 3,July,S&D
EXP1006,Customer - Enterprise,Transportation and Warehousing,0,ExpressJet Airlines,CAST 1.0,2020,Qtr 3,August,S&D
EXT1002,Customer - Strategic,Manufacturing,0,"Extreme Engineering Solutions, Inc.",CAST 1.0,2019,Qtr 2,June,S&D
EYE1002,Customer - Strategic,Manufacturing,0,"EYE Lighting International of North America, Inc.",CAST 1.0,2018,Qtr 1,January,MFG
EYE1003,Customer - Mid-Market,Retail,0,Eyemart Express LLC,CAST 2.0,2018,Qtr 4,October,S&D
EZC1000,Customer - Strategic,Restaurants and Hospitality,0,"ezCater, Inc.",CAST 1.0,2019,Qtr 2,April,S&D
FAI1003,Customer - Strategic,Wholesale Trade,0,"Fairchild Equipment, Inc.",CAST 1.0,2019,Qtr 1,January,S&D
FAI1004,Customer - Strategic,Manufacturing,0,Fairfield Chair Company,CAST 1.0,2021,Qtr 1,January,MFG
FAM1008,Customer - Strategic,Finance and Insurance,0,Family Trust Federal Credit Union,CAST 1.0,2019,Qtr 1,January,S&D - FIN
FAM1009,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,"Family Service Association of San Antonio, Inc.",CAST 1.0,2019,Qtr 4,October,PUBLIC SECTOR
FAM1010,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,"Family Resource Center of South Florida, Inc.",CAST 1.0,2020,Qtr 1,March,PUBLIC SECTOR
FAM1011,Customer - Strategic,Healthcare,0,"Family Care Network, Inc.",CAST 1.0,2020,Qtr 2,May,PUBLIC SECTOR
FAR1007,Customer - Mid-Market,Retail,0,Farmers Home Furniture,CAST 2.0,2018,Qtr 1,January,RETAIL
FAR1008,Customer - Strategic,Finance and Insurance,0,Farmers National Bank of Canfield,CAST 1.0,2018,Qtr 3,July,S&D - FIN
FAR5000,Customer - Strategic,Technology and Professional Services,0,Farmers Edge Inc.,CAST Canada,2020,Qtr 4,October,S&D
FAS1003,Customer - Mid-Market,Education,0,Fashion Institute of Design & Merchandising,CAST 2.0,2021,Qtr 1,January,PUBLIC SECTOR - HE
FAY1001,Customer - Mid-Market,Finance and Insurance,0,"Fay Financial, LLC",CAST 2.0,2019,Qtr 3,August,S&D - FIN
FED1003,Customer - Strategic,Manufacturing,0,Federal Process Corporation,CAST 1.0,2018,Qtr 1,January,MFG
FED1004,Customer - Strategic,Finance and Insurance,0,FedNat Holding Company,CAST 1.0,2020,Qtr 1,January,S&D - FIN
FED1005,Customer - Strategic,Transportation and Warehousing,0,Federal Warehouse Company,CAST 1.0,2019,Qtr 4,October,S&D
FEL1001,Customer - Mid-Market,Healthcare,1,"Fellowship Senior Living, Inc.",CAST 1.0,2018,Qtr 1,January,HEALTHCARE
FEN1001,Customer - Strategic,Manufacturing,0,"Fenner Drives, Inc.",CAST 1.0,2018,Qtr 1,January,MFG
FEN1002,Customer - Strategic,Technology and Professional Services,0,"Fenner Dunlop Americas, LLC",CAST 2.0,2019,Qtr 4,October,MFG
FER1001,Customer - Mid-Market,Retail,0,"Ferman Motor Car Company, Inc.",CAST 2.0,2018,Qtr 1,January,RETAIL
FER1002,Customer - Strategic,Manufacturing,0,Ferrell Hospital Community Foundation,CAST 1.0,2018,Qtr 1,February,HEALTHCARE
FER1003,Customer - Enterprise,Wholesale Trade,0,"Ferrero USA, Inc.",UMS,2019,Qtr 1,March,RETAIL
FER1004,Customer - Strategic,Construction,0,"Ferrandino & Son, Inc.",CAST 1.0,2020,Qtr 2,April,MFG
FIB5000,Customer - Strategic,Technology and Professional Services,0,Fibernetics Corporation,CAST Canada,2019,Qtr 3,August,S&D
FIE5000,Customer - Strategic,Technology and Professional Services,0,Field Law,CAST Canada,2020,Qtr 3,September,S&D
FIN1006,Customer - Enterprise,Finance and Insurance,0,Finance of America,Global,2020,Qtr 1,January,S&D - FIN
FIN1007,Customer - Strategic,Technology and Professional Services,0,Fintech Consulting LLC DBA Ap Task,CAST 1.0,2019,Qtr 4,December,S&D
FIN1008,Customer - Strategic,Finance and Insurance,0,Fintech,CAST 1.0,2021,Qtr 1,January,S&D - FIN
FIR1046,Customer - Mid-Market,Wholesale Trade,0,"Fire & Life Safety America, Inc.",CAST 2.0,2018,Qtr 1,January,PUBLIC SECTOR
FIR1047,Customer - Strategic,Finance and Insurance,0,"First Paragould Bankshares, Inc.",CAST 1.0,2018,Qtr 2,May,S&D - FIN
FIR1048,Customer - Mid-Market,Restaurants and Hospitality,0,"First Meridian Services, Inc.",CAST 1.0,2018,Qtr 2,April,RETAIL
FIR1049,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,"The First Church of Christ, Scientist",CAST 1.0,2018,Qtr 2,May,S&D
FIR1051,Customer - Mid-Market,Finance and Insurance,0,"First Eagle Investment Management, LLC",CAST 1.0,2019,Qtr 1,January,S&D - FIN
FIR1052,Customer - Strategic,Finance and Insurance,0,First Federal Savings Bank of Twin Falls,CAST 1.0,2019,Qtr 1,January,S&D - FIN
FIR1053,Customer - Mid-Market,Real Estate,0,"FirstKey Homes, LLC",CAST 2.0,2018,Qtr 4,December,S&D
FIR1054,Customer - Strategic,Finance and Insurance,0,First Arkansas Bank & Trust,CAST 1.0,2019,Qtr 2,April,S&D - FIN
FIR1055,Customer - Enterprise,Finance and Insurance,0,First Cash,Global,2020,Qtr 1,January,S&D - FIN
FIR1056,Customer - Enterprise,Restaurants and Hospitality,0,"Firebirds International, LLC",Global,2020,Qtr 1,March,RETAIL
FIR1057,Customer - Strategic,Finance and Insurance,0,First State Bank,CAST 1.0,2019,Qtr 4,November,S&D - FIN
FIR1058,Customer - Strategic,Construction,0,Fire Protection Service Corporation,CAST 1.0,2020,Qtr 1,January,MFG
FIR1059,Customer - Strategic,Finance and Insurance,0,The First National Bank in Sioux Falls,CAST 1.0,2020,Qtr 3,August,S&D - FIN
FIR1061,Customer - Strategic,,0,First National Bank of America,CAST 1.0,2021,Qtr 1,March,S&D - FIN
FIR1062,Customer - Strategic,,0,"First Physicians Business Solutions, LLC",CAST 1.0,2021,Qtr 1,February,HEALTHCARE
FIR5001,Customer - Strategic,Construction,0,First Gulf Corporation,CAST Canada,2019,Qtr 2,May,S&D
FIR5002,Customer - Strategic,Finance and Insurance,0,First Canadian Insurance Corporation,CAST Canada,2020,Qtr 3,September,S&D - FIN
FIS1006,Customer - Mid-Market,Healthcare,0,Fisher-Titus Health,CAST 2.0,2018,Qtr 4,December,HEALTHCARE
FIS1007,Customer - Strategic,Technology and Professional Services,0,"FiscalNote, Inc.",CAST 1.0,2019,Qtr 1,January,S&D
FIS1008,Customer - Mid-Market,Manufacturing,0,"Fiskars Brands, Inc.",CAST 2.0,2018,Qtr 4,December,MFG
FIS1009,Customer - Enterprise,Finance and Insurance,0,"Fisher Asset Management, LLC",CAST 2.0,2021,Qtr 2,April,S&D - FIN
FIV1003,Customer - Strategic,Manufacturing,0,Five Stones Research Corporation,CAST 1.0,2019,Qtr 4,October,S&D
FIV1004,Customer - Strategic,Finance and Insurance,0,FivePoint Credit Union,CAST 1.0,2020,Qtr 2,April,S&D - FIN
FLA1003,Customer - Mid-Market,Healthcare,0,"Flagler Hospital, Inc.",CAST 2.0,2020,Qtr 2,June,S&D
FLA5000,Customer - Mid-Market,Wholesale Trade,0,Flair Flexible Packaging (Canada) Corporation,CAST Canada,2018,Qtr 1,January,S&D
FLE1005,Customer - Enterprise,Manufacturing,0,Flextronics International Management Services Ltd.,CAST 2.0,2019,Qtr 4,December,MFG
FLE1006,Customer - Strategic,Manufacturing,0,"Flexan,LLC",CAST 1.0,2019,Qtr 2,April,MFG
FLO1009,Customer - Enterprise,Sports and Entertainment,0,The Florida Panthers,CAST 1.0,2019,Qtr 4,December,RETAIL
FLO1010,Customer - Strategic,Education,0,"Florida Memorial University, Inc.",CAST 1.0,2020,Qtr 1,March,PUBLIC SECTOR - HE
FLO1011,Customer - Strategic,Public Sector,0,Florida Parishes Juvenile Detention Center,CAST 1.0,2021,Qtr 2,June,PUBLIC SECTOR - K12
FLY1000,Customer - Strategic,Real Estate,0,"Flyhomes, Inc.",CAST 1.0,2020,Qtr 1,March,S&D
FMD5000,Customer - Enterprise,Technology and Professional Services,0,FMD Services Limited Partnership,CAST Canada,2018,Qtr 4,November,S&D
FOA1000,Customer - Strategic,Manufacturing,0,Foamcraft Inc.,CAST 1.0,2021,Qtr 2,June,MFG
FOL1004,Customer - Mid-Market,Real Estate,0,"Foley, Incorporated",CAST 1.0,2020,Qtr 3,August,S&D
FOO1002,Customer - Strategic,Healthcare,0,"Foot and Ankle Specialists of the Mid-Atlantic, LLC",CAST 2.0,2020,Qtr 3,August,HEALTHCARE
FOO1003,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,Food Bank For New York City,CAST 1.0,2021,Qtr 1,January,PUBLIC SECTOR
FOO1004,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,"Food For The Poor, Inc.",CAST 1.0,2021,Qtr 2,April,S&D
FOR1018,Customer - Enterprise,Finance and Insurance,0,Forcht Group of KY,CAST 2.0,2018,Qtr 1,January,S&D - FIN
FOR1019,Customer - Mid-Market,Healthcare,0,"Fort Defiance Indian Hospital Board, Inc.",CAST 2.0,2018,Qtr 1,January,HEALTHCARE
FOR1020,Customer - Strategic,Technology and Professional Services,0,"Forever Orange, LLC",CAST 1.0,2018,Qtr 2,April,PUBLIC SECTOR
FOR1021,Customer - Strategic,Technology and Professional Services,0,"Formstack, LLC",CAST 1.0,2019,Qtr 2,June,S&D
FOR1022,Customer - Strategic,Finance and Insurance,0,"Foreside Financial Group, LLC",CAST 1.0,2019,Qtr 4,October,S&D
FOR1023,Customer - Strategic,Business Services,0,Fortna Inc.,CAST 1.0,2021,Qtr 1,March,S&D
FOR1024,Customer - Strategic,Finance and Insurance,0,LotSolutions Inc.,CAST 1.0,2021,Qtr 1,March,S&D - FIN
FOU1009,Customer - Strategic,Technology and Professional Services,0,Candid,CAST 1.0,2019,Qtr 4,November,S&D
FOU1010,Customer - Enterprise,Retail,0,"Foundation Building Materials, LLC",Global,2019,Qtr 4,December,S&D
FOW1004,Customer - Strategic,Technology and Professional Services,0,Fowler White Burnett P.A.,CAST 1.0,2018,Qtr 1,January,S&D
FOX1004,Customer - Strategic,Retail,0,"Foxtrot Ventures, Incorporated",CAST 1.0,2021,Qtr 1,February,RETAIL
FPT1000,Customer - Strategic,Technology and Professional Services,1,"FPT Operating Company, LLC d/b/a Talus Payment Services",CAST 1.0,2018,Qtr 1,January,S&D
FRA1012,Customer - Mid-Market,Education,0,Franklin University,CAST 2.0,2018,Qtr 1,January,PUBLIC SECTOR - HE
FRA5000,Customer - Mid-Market,Retail,0,Fraserway RV LP,CAST Canada,2020,Qtr 1,January,RETAIL
FRE1010,Customer - Enterprise,Healthcare,0,"Frederick Health, Inc.",CAST 2.0,2019,Qtr 3,July,HEALTHCARE
FRE1011,Customer - Strategic,Public Sector,0,Freeborn County,CAST 1.0,2021,Qtr 1,January,PUBLIC SECTOR
FRE1012,Customer - Mid-Market,Agriculture and Natural Resources,1,"Fresh from Texas, LLC",CAST 2.0,2020,Qtr 4,November,MFG
FRE1013,Customer - Strategic,Finance and Insurance,0,"Fred C. Church, Inc.",CAST 1.0,2021,Qtr 1,January,S&D - FIN
FRI1002,Customer - Strategic,Healthcare,0,Friendsview Retirement Community,CAST 1.0,2018,Qtr 2,May,HEALTHCARE
FRI1004,Customer - Enterprise,Technology and Professional Services,0,"Fried, Frank, Harris, Shriver & Jacobson LLP",CAST 2.0,2019,Qtr 4,November,S&D
FRI1005,Customer - Mid-Market,Restaurants and Hospitality,0,"Fricker's U.S.A, LLC",CAST 1.0,2020,Qtr 4,October,RETAIL
FRO1009,Customer - Strategic,Technology and Professional Services,0,"Froehling & Robertson, Incorporated",CAST 1.0,2021,Qtr 2,May,S&D
FSC1000,Customer - Strategic,Retail,0,"F. Schumacher & Co., LLC",CAST 1.0,2020,Qtr 1,January,S&D
FUE5000,Customer - Mid-Market,Transportation and Warehousing,0,Fuel Transport Inc.,CAST Canada,2018,Qtr 1,February,S&D
FUN1001,Customer - Enterprise,Healthcare,0,"Functional Pathways of Tennessee, LLC",CAST 2.0,2019,Qtr 3,July,HEALTHCARE
FUR1001,Customer - Mid-Market,Retail,0,"Furnitureland South, Inc.",CAST 1.0,2018,Qtr 3,July,RETAIL
FUR1002,Customer - Mid-Market,Retail,0,"Furniture Mart USA, Inc.",CAST 2.0,2020,Qtr 4,November,RETAIL
FUS1001,Customer - Strategic,Technology and Professional Services,0,"Fuss & O'Neill, Inc.",CAST 1.0,2019,Qtr 2,April,S&D
